ID	Label	Definition	Synonym	Subset	Xref_MESH	Xref_DOID	Xref_UMLS	Xref_CHEBI	Xref_GO	Xref_MONDO	Comment
ARDS_POI:02531	Acute lung injury	Depressive symptoms and impaired physical function are common and long-lasting sequelae in acute lung injury survivors.	depression and physical impairment after acute lung injury	POI_outcome	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02535	time-cycled inspiratory pressure support ventilation	Time-cycled expiratory trigger during noninvasive inspiratory pressure support ventilation to improve patient-ventilator synchronization in the presence of mask air leaks.		POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02540	Expiratory trigger cycling		Expiratory Trigger Cycling Disruption	POI_mechanism	D045505		C0231800				source:mechanism_node
ARDS_POI:02541	mechanical ventilation trigger mode		Time Cycled Vs Flow Cycled Expiratory Trigger	POI_mechanism	D045505		C0199451				source:mechanism_node
ARDS_POI:02542	Oxygenation	Targeting partial pressure of arterial oxygen (Pao2) of 9 to 10 kPa (68 to 75 mmHg) during mechanical ventilation of comatose cardiac arrest survivors.	Restrictive oxygen target (Pao2 9-10 kPa)	POI_outcome	D003142		C0428977				source:robot_template_row
ARDS_POI:02545	Acute respiratory distress syndrome	Increased N-terminal procollagen III peptide levels in bronchoalveolar lavage fluid associated with increased risk of mortality in patients with adult respiratory distress syndrome.	elevated procollagen III levels in ARDS BALF	POI_outcome	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02548	Sevoflurane	Inhaled sevoflurane for sedation in acute respiratory distress syndrome.	Inhaled sevoflurane	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:9130			source:robot_template_row
ARDS_POI:02550	Pulmonary Edema		Alveolar Edema Reduction	POI_mechanism	D011654	DOID:11396	C0034063				source:mechanism_node
ARDS_POI:02551	Inflammatory response		Inflammation Reduction	POI_mechanism	D007249		C0021368		GO:0006954		source:mechanism_node
ARDS_POI:02552	Critically ill patients	Condition characterized by impaired gas exchange (PaO2/FiO2 <200 mmHg) requiring respiratory support in critically ill ICU patients.	acute respiratory failure in critically ill patients	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02568	PEEP titration	Individualised PEEP titration guided by respiratory system compliance to optimise alveolar recruitment in ARDS.	PEEP titration guided by respiratory system compliance in ARDS	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02578	Neuromuscular blockade	48-hour infusion of cisatracurium besylate neuromuscular blockade for treatment of ARDS.	Neuromuscular blocking agents in ARDS	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:64100			source:robot_template_row
ARDS_POI:02582	Acute respiratory distress syndrome	Use of extracorporeal lung assist (ECLA) in the management of severe ARDS.	Extracorporeal lung assist for ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02589	Alveolar overdistension		Regional Alveolar Overdistension	POI_mechanism	D008171		C1963265		GO:0097553		source:mechanism_node
ARDS_POI:02590	Plateau pressure	Maintaining end-inspiratory plateau pressure (Pplat) below 35 cmH2O to prevent barotrauma in ARDS patients.	Limiting plateau pressure during mechanical ventilation	POI_outcome	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02600	Extracorporeal membrane oxygenation	Extracorporeal membrane oxygenation to support gas exchange in patients with acute lung injury due to H1N1 influenza.		POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02603	Positive end-expiratory pressure	Application of positive end-expiratory pressure (PEEP) in patients with acute lung injury to recruit collapsed alveoli and improve respiratory system mechanics.	PEEP in acute lung injury	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02606	Acute respiratory distress syndrome	Intravenous hydrocortisone 50mg every 6 hours in adults with sepsis-associated acute respiratory distress syndrome.	Hydrocortisone treatment in sepsis-associated ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02611	Corticosteroid therapy		Pulmonary Function Improvement Corticosteroids	POI_mechanism	D000305		C0001617	CHEBI:50858			source:mechanism_node
ARDS_POI:02612	Corticosteroid therapy		Mortality Reduction Corticosteroids Sepsis Ards	POI_mechanism	D000305		C0001617	CHEBI:50858			source:mechanism_node
ARDS_POI:02613	COVID-19	ICU management including invasive mechanical ventilation, prone positioning, and ECMO for patients with severe COVID-19 requiring ICU admission.	intensive care management for severe COVID-19	POI_disease	D000086382	DOID:0080600	C5203670				source:robot_template_row
ARDS_POI:02617	neurally adjusted ventilatory assist	Ventilation mode where assistance is provided in proportion to diaphragm electrical activity.	neurally adjusted ventilatory assist (NAVA)	POI_intervention	D053120		C0199926				source:robot_template_row
ARDS_POI:02621	ventilator asynchrony		Patient Ventilator Asynchrony Avoidance	POI_mechanism	D000074263		C4274925				source:mechanism_node
ARDS_POI:02622	Fall Prevention		Over Assistance Prevention	POI_mechanism	D000067947		C0150866				source:mechanism_node
ARDS_POI:02625	Non-invasive ventilation	Ventilators designed specifically for noninvasive ventilation, providing better patient-ventilator synchrony than ICU and transport ventilators.	Dedicated NIV ventilators	POI_intervention	D000076142		C1997883				source:robot_template_row
ARDS_POI:02628	Autotriggering		Auto Triggering	POI_mechanism	D000544		C0005148				source:mechanism_node
ARDS_POI:02629	Delayed Cycling			POI_mechanism							source:mechanism_node
ARDS_POI:02630	Inspiratory Leak Compensation			POI_mechanism	D000070329		C4082124				source:mechanism_node
ARDS_POI:02631	Expiratory Leak Compensation			POI_mechanism			C4042987				source:mechanism_node
ARDS_POI:02632	Lung recruitment maneuver	Performing alveolar recruitment maneuvers (40 cmH2O pressure-supported breaths) during endotracheal suctioning to prevent suctioning-induced alveolar derecruitment in acute lung injury.	Recruitment maneuvers during endotracheal suctioning	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02636	Mechanical ventilation	Multivariate model identifying 6 early predictors (time to admission <7d, inability to cough/stand/lift elbows or head, liver enzyme increases) that identify Guillain-Barré patients at high risk of requiring mechanical ventilation.	early predictors of mechanical ventilation in Guillain-Barré syndrome	POI_prediction	D006111		C0342863	CHEBI:5217	GO:0007588		source:robot_template_row
ARDS_POI:02645	Body Mass Index	Body mass index as a prognostic factor in acute respiratory distress syndrome.		POI_population	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02655	Pulmonary Vascular Diseases	Elevation in pulmonary artery pressure and pulmonary vascular resistance in the setting of acute lung injury.	pulmonary vascular dysfunction	POI_mechanism	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02660	Prone positioning	Prone positioning while awake as an adjunct to high-flow nasal oxygen therapy in COVID-19 patients with acute respiratory failure.	awake prone positioning with HFNO	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02670	Acute respiratory distress syndrome	Administration of aspirin, 325-mg loading dose followed by 81 mg/day, initiated within 24 hours of ED presentation and continued to hospital day 7, discharge, or death.	Aspirin for ARDS prevention	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02676	cellular repair mechanisms	Alveolar epithelial and endothelial cells possess repair and remodeling mechanisms that can protect against mechanical stretch-induced injury and inflammation in ventilator-associated lung injury.	cellular repair mechanisms in ventilator-associated lung injury	POI_mechanism	D012128	DOID:11394	C0035222		GO:0006281		source:robot_template_row
ARDS_POI:02685	E-PRE-DELIRIC model	Prediction model for delirium risk at ICU admission based on 9 factors: age, history of cognitive impairment, alcohol abuse, blood urea nitrogen, admission category, urgent admission, mean arterial pressure, corticosteroid use, and respiratory failure.		POI_intervention	D003693		C0011581				source:robot_template_row
ARDS_POI:02688	Sedative Agents		use of sedatives	POI_intervention	D006993		C0036557				source:robot_template_row
ARDS_POI:02702	Protein C, Activated	Activated protein C administered at 24 microg/kg/h for 96 h for the treatment of acute lung injury.	Activated protein C	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:80904			source:robot_template_row
ARDS_POI:02707	Acute respiratory distress syndrome		Microvascular Injury Ards	POI_mechanism	D012128	DOID:11394	C0035222				source:mechanism_node
ARDS_POI:02708	Acute respiratory distress syndrome		Inflammation Ards	POI_mechanism	D012128	DOID:11394	C0035222				source:mechanism_node
ARDS_POI:02709	Acute respiratory distress syndrome		Coagulation Ards	POI_mechanism	D012128	DOID:11394	C0035222				source:mechanism_node
ARDS_POI:02710	Acute respiratory distress syndrome		Plasma Protein C Decrease Ards	POI_mechanism	D012128	DOID:11394	C0035222				source:mechanism_node
ARDS_POI:02711	Acute respiratory distress syndrome	COVID-19 ARDS follows general ARDS physiology, with compliance reduction related to hypoxemia and high inter-individual variability.	respiratory physiology of COVID-19 ARDS	POI_mechanism	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02715	Acute lung injury	Acute lung injury complicating subarachnoid hemorrhage. Independent risk factors include severity of illness, hemorrhage grade, transfusions, and sepsis.	Acute lung injury in subarachnoid hemorrhage	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02719	unplanned extubation prevention	Measures to prevent unplanned extubation, including strong fixation of the tracheal tube, adequate sedation of agitated patients, attention to orotracheally intubated patients, and daily reassessment of weaning readiness.	prevention of unplanned extubation	POI_intervention	D000058		C0151630				source:robot_template_row
ARDS_POI:02724	Granulocyte-Macrophage Colony-Stimulating Factor	Low-dose (3 mcg/kg) intravenous recombinant human granulocyte-macrophage colony-stimulating factor (GM-CSF) administered daily for 5 days in patients with severe sepsis and respiratory dysfunction.	low-dose intravenous GM-CSF therapy	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:8846			source:robot_template_row
ARDS_POI:02729	granulocyte hematopoiesis		Gm Csf Stimulated Granulocyte Hemopoiesis	POI_mechanism	D006733		C0018951		GO:0002673		source:mechanism_node
ARDS_POI:02730	granulocyte-macrophage colony-stimulating factor-stimulated macrophage activation		Gm Csf Stimulated Macrophage Effector Function	POI_mechanism	D008264		C0024432		GO:0008406		source:mechanism_node
ARDS_POI:02731	Regulation of pulmonary surfactant by granulocyte-macrophage colony-stimulating factor		Gm Csf Regulation Of Pulmonary Surfactant	POI_mechanism	D006799		C0017023		GO:0010468		source:mechanism_node
ARDS_POI:02738	Corticosteroid therapy	Administration of corticosteroids at the time of intensive care unit admission in patients with severe pandemic (H1N1)v influenza A infection.	early corticosteroid therapy on ICU admission	POI_intervention	D006694		C0236392	CHEBI:50858			source:robot_template_row
ARDS_POI:02748	Acute respiratory distress syndrome		Muscle Weakness Ards	POI_mechanism	D012128	DOID:11394	C0035222				source:mechanism_node
ARDS_POI:02749	Muscle Strength		Muscle Strength Survival Association	POI_mechanism	D053580		C0517349				source:mechanism_node
ARDS_POI:02750	Muscle Weakness		Persistent Resolving Weakness Trajectories	POI_mechanism	D009135	DOID:437	C0151786				source:mechanism_node
ARDS_POI:02751	Noninvasive ventilation	Manually and mechanically assisted coughing to clear airway mucus combined with noninvasive positive pressure ventilation after extubation to support gas exchange in children with respiratory failure due to spinal muscular atrophy type 1.	Assisted coughing and noninvasive ventilation for respiratory failure in SMA1	POI_intervention	D063687		C0199451				source:robot_template_row
ARDS_POI:02759	Mucus clearance		Airway Mucus Clearance	POI_mechanism	D055595		C1155011		GO:0006954		source:mechanism_node
