IRI,Label,Subset,Definition,Xrefs,Synonyms,Expert_Approved,Expert_Comment,Suggested_Correction,Auto_Xref,Auto_Xref_Source,Auto_Definition,PMID_Evidence,Suggested_Subset,Reclassify_Reason,Duplicate_Of,Label_Quality,Disease_Boundary_Note
ARDS_POI_01652,Physical rehabilitation,POI_intervention,,,,,,,410089006,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01693,Preoperative physiologic assessment for lung cancer resection,POI_intervention,,,,,,,405367009,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_02787,Pressure limitation with permissive hypercapnia,POI_intervention,,,,,,,D006935,BioPortal,A clinical manifestation of abnormal increase in the amount of carbon dioxide in arterial blood.,,,,,,
ARDS_POI_01515,Pressure support ventilation spontaneous breathing trial,POI_intervention,,,,,,,243142003,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01082,Pressure support ventilation weaning,POI_intervention,,,,,,,424172009,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_03218,Prone positioning during VV-ECMO,POI_intervention,"Combined prone+ECMO strategy. PRONECMO (PMID 38038395, n=170, 94% COVID-19): null — prone benefit already captured pre-ECMO in 96% of patients.",,,,,,C487536,BioPortal,,23688302,,,,,
ARDS_POI_02419,Prophylactic nCPAP 10 cmH2O for 6h post-cardiac surgery,POI_intervention,,,,,,,Thesaurus.owl#C94458,BioPortal,"Any surgical procedure undertaken prior to the occurrence of a disease/disorder, the goal of which is to prevent the disease/disorder from developing.",,,,,,
ARDS_POI_02418,Prophylactic nasal continuous positive airway pressure (nCPAP) following cardiac surgery,POI_intervention,,,,,,,1141759004,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01010,Protective mechanical ventilation,POI_intervention,,,,,,,Thesaurus.owl#C70909,BioPortal,A method to mechanically assist or replace spontaneous breathing in patients by use of a powered device that forces oxygenated air into the lungs.,,,,,,
ARDS_POI_01498,Protocol-directed sedation,POI_intervention,,,,,,,72641008,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01555,Pulse pressure variation (DeltaPP),POI_intervention,,,,,,,Thesaurus.owl#C100945,BioPortal,The force of a heart contraction measured by the difference between the diastolic and systolic blood pressure measurements.,,,,,,
ARDS_POI_01668,Rapid Sequence Induction,POI_intervention,,,,,,,241689008,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01803,Recombinant surfactant protein C-based surfactant,POI_intervention,,,,,,,Thesaurus.owl#C99069,BioPortal,Deficiency of surfactant protein C. It leads to progressive lung fibrosis.,,,,,,
ARDS_POI_02328,Recruitment maneuver,POI_intervention,,,,,,,2724004,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",28973363,,,,,
ARDS_POI_03065,Recruitment maneuver rm,POI_intervention,,,,,,,2724004,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",28973363,,,,,
ARDS_POI_03066,Recruitment maneuvers ards,POI_intervention,,,,,,,2724004,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",28973363,,,,,
ARDS_POI_01068,Recruitment/derecruitment minimization,POI_intervention,,,,,,,Thesaurus.owl#C221451,BioPortal,"The requirement that personal data must be adequate, relevant, and limited to what is necessary in relation to the purposes for which they are collected and processed. [After GDPR Article 5(1)(c); After Article 4(1)(c) of EU Regulation 2018/1725]",,,,,,
ARDS_POI_03074,Reduced fio2 at day of death,POI_intervention,,,,,,,Thesaurus.owl#C191613,BioPortal,The ratio of fraction of inspired oxygen (FiO2) to positive end-expiratory pressure (PEEP). This measured value may be adjusted on a mechanical ventilator to optimize treatment.,,,,,,
ARDS_POI_03075,Reduced fio2 time above 50,POI_intervention,,,,,,,Thesaurus.owl#C191613,BioPortal,The ratio of fraction of inspired oxygen (FiO2) to positive end-expiratory pressure (PEEP). This measured value may be adjusted on a mechanical ventilator to optimize treatment.,,,,,,
ARDS_POI_03095,Reduced need for ventilator support,POI_intervention,,,,,,,371787006,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_03096,Reduced occlusion pressure and intrinsic peep,POI_intervention,,,,,,,243166009,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",10793162,,,,,
ARDS_POI_03103,Reduced sedative exposure ventilated patients,POI_intervention,,,,,,,Thesaurus.owl#C162671,BioPortal,"A cigarette that incorporates a special filter perforated with small holes. A cigarette of this design results in lower machine-measured tar and nicotine yields and was promoted as safer and marketed as a ""light"" cigarette.",,,,,,
ARDS_POI_03112,Regional peep responsiveness gradient,POI_intervention,,,,,,,Thesaurus.owl#C191613,BioPortal,The ratio of fraction of inspired oxygen (FiO2) to positive end-expiratory pressure (PEEP). This measured value may be adjusted on a mechanical ventilator to optimize treatment.,10793162,,,,,
ARDS_POI_03217,Rescue VV-ECMO,POI_intervention,VV-ECMO initiated as salvage after failure of all conventional strategies. EOLIA crossover: 57% of 35 crossover patients died.,,,,,,C487536,BioPortal,,29791822,,,,,
ARDS_POI_02746,Resolving muscle weakness,POI_intervention,,,,,,,D018908,BioPortal,"A vague complaint of debility, fatigue, or exhaustion attributable to weakness of various muscles. The weakness can be characterized as subacute or chronic, often progressive, and is a manifestation of many muscle and neuromuscular diseases. (From Wyngaarden et al., Cecil Textbook of Medicine, 19th ",,,,,,
ARDS_POI_01173,Respiratory changes in IVC diameter,POI_intervention,,,,,,,370834006,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_02475,Respiratory physiotherapy,POI_intervention,,,,,,,722138006,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_02374,Respiratory rate ≥30 breaths/min,POI_intervention,,,,,,,258984001,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_02178,Respiratory therapist-driven protocol,POI_intervention,,,,,,,D000099128,BioPortal,A healthcare professional specializing in evaluating and treating patients with airway and breathing problems.,,,,,,
ARDS_POI_01149,Restrictive red blood cell transfusion strategy,POI_intervention,,,,,,,Thesaurus.owl#C15409,BioPortal,The intravenous administration of red blood cells (whole blood without the plasma) into an individual.,,,,,,
ARDS_POI_02395,Resuscitation guided by fluid responsiveness assessment,POI_intervention,,,,,,,430701006,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_02437,Sarilumab,POI_intervention,,,,,,,C000592401,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01680,Scheduled eye care with lubricating drops/gel and eyelid closure,POI_intervention,,,,,,,120105003,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01679,Scheduled neuromuscular blockade,POI_intervention,"Non-depolarising neuromuscular blocking agent (benzylisoquinoline). ROSE trial (PMID 31112383): null in lighter sedation era (90-day mortality 42.5% vs 42.8%, P=0.93). Contrasts with ACURASYS (2010): ",,,,,,D019148,BioPortal,,31112383,,,,,
ARDS_POI_01582,Selective nasogastric tube use after abdominal surgery,POI_intervention,,,,,,,17102003,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01343,Simvastatin,POI_intervention,,,,,,,D019821,BioPortal,"A derivative of LOVASTATIN and potent competitive inhibitor of 3-hydroxy-3-methylglutaryl coenzyme A reductase (HYDROXYMETHYLGLUTARYL COA REDUCTASES), which is the rate-limiting enzyme in cholesterol biosynthesis. It may also interfere with steroid hormone production. Due to the induction of hepatic",,,,,,
ARDS_POI_02026,"Sivelestat (ONO-5046, Elaspol)",POI_intervention,,,,,,,C069195,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01695,Spirometry (FEV1),POI_intervention,,,,,,,D013147,BioPortal,Measurement of volume of air inhaled or exhaled by the lung.,,,,,,
ARDS_POI_01481,Spontaneous Awakening Trials,POI_intervention,,,,,,,421355008,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01575,Spontaneous breathing during APRV,POI_intervention,,,,,,,424139009,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01331,Superior vena caval collapsibility measurement,POI_intervention,,,,,,,93424000,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_01380,Supplemental oxygen during perioperative period,POI_intervention,,,,,,,D059035,BioPortal,"The time periods immediately before, during and following a surgical operation.",,,,,,
ARDS_POI_03131,Sustained improvement pao2fio2 ratio,POI_intervention,,,,,,,Thesaurus.owl#C94226,BioPortal,A condition superior to an earlier condition.,,,,,,
ARDS_POI_03134,Systematic peep fio2 titration,POI_intervention,,,,,,,Thesaurus.owl#C191613,BioPortal,The ratio of fraction of inspired oxygen (FiO2) to positive end-expiratory pressure (PEEP). This measured value may be adjusted on a mechanical ventilator to optimize treatment.,10793162,,,,,
ARDS_POI_01702,TAK-242,POI_intervention,,,,,,,C099142,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_03136,Target tidal volumes 6 ml kg predicted body weight,POI_intervention,,,,,,,228931002,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_03137,Tidal volume greater than 9 ml per kg ibw,POI_intervention,,,,,,,Thesaurus.owl#C186266,BioPortal,The volume of air moved into and out of the lungs during breathing at rest divided by body weight of the subject in kilograms.,,,,,,
ARDS_POI_01543,Tocilizumab,POI_intervention,,,,,,,Thesaurus.owl#C84217,BioPortal,"A recombinant, humanized IgG1 monoclonal antibody directed against the interleukin-6 receptor (IL-6R) with immunosuppressant activity. Tocilizumab targets and binds to both the soluble form of IL-6R (sIL-6R) and the membrane-bound form (mIL-6R), thereby blocking the binding of IL-6 to its receptor. ",,,,,,
ARDS_POI_01199,Tocilizumab for COVID-19 pneumonia,POI_intervention,,,,,,,Thesaurus.owl#C171550,BioPortal,Pneumonia caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). It is characterized by the presence of ground glass opacities on CT scan images.,,,,,,
ARDS_POI_01780,Tofacitinib treatment,POI_intervention,,,,,,,C479163,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_02142,Tracheostomy,POI_intervention,,,,,,,D014139,BioPortal,"Surgical formation of an opening into the trachea through the neck, or the opening so created.",,,,,,
ARDS_POI_03220,Transpulmonary pressure monitoring,POI_intervention,Oesophageal manometry to measure PL = Paw − Peso. Enables individualised PEEP and P-SILI detection.,,,,,,261446009,BioPortal,,27115558,,,ARDS_POI_01143,,
ARDS_POI_01127,Treatment protocol for acute chest syndrome in sickle cell disease,POI_intervention,,,,,,,442186003,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_03140,Trophic enteral feeding first 6d,POI_intervention,,,,,,,229912004,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
ARDS_POI_03216,Ultra-protective ventilation during VV-ECMO,POI_intervention,Vt 2–4 ml/kg PBW + RR 10–14/min + Pplat ≤25 cmH₂O during VV-ECMO. Proposed mechanism of EOLIA benefit (PMID 29791822).,,,,,,C487536,BioPortal,,29791822,,,,,
ARDS_POI_02646,Underweight BMI,POI_intervention,,,,,,,248342006,BioPortal,"Clinical intervention or therapeutic strategy. [Definition needed: describe mechanism of action, typical dose/protocol, and relevant ARDS trial evidence]",,,,,,
