ID	Label	Parent	Definition	Synonym	Xref_DOID	Xref_MESH	Xref_UMLS	Subset	Source_PMIDs	N_Sources	Xref_CHEBI	Xref_GO	Xref_MONDO	Normalized_Label
ARDS_POI:01664	Endotracheal intubation			Reduced mild to moderate intubation complications		D007442	C0021925	POI_outcome	19921148	1				
ARDS_POI:01665	Endotracheal intubation			ICU intubation context		D007442	C0021925	POI_context	19921148	1				
ARDS_POI:01666	Oxygenation	GO:0008150		Preoxygenation With Noninvasive Positive Pressure Ventilation		D010100	C0242402	POI_mechanism	19921148	1				
ARDS_POI:01667	Endotracheal intubation	GO:0008150		Two Operator Presence For Intubation		D007442	C0021925	POI_mechanism	19921148	1				
ARDS_POI:01668	Rapid Sequence Induction	GO:0008150				http://purl.bioontology.org/ontology/MESH/D000079603	C0087147	POI_mechanism	19921148	1				
ARDS_POI:01669	Cricoid Pressure	GO:0008150				D017557	C0010286	POI_mechanism	19921148	1				
ARDS_POI:01670	Capnography	GO:0008150		Capnography Monitoring		D019285	C0006627	POI_mechanism	19921148	1				
ARDS_POI:01671	Protective Ventilation	GO:0008150				D045586	C0199766	POI_mechanism	19921148	1				
ARDS_POI:01672	Fluid Administration	GO:0008150		Fluid Loading		D005440	C0150786	POI_mechanism	19921148	1				
ARDS_POI:01673	Sedation	GO:0008150		Early Sedation Administration		D003612	C0036557	POI_mechanism	19921148	1				
ARDS_POI:01674	Vasopressor Administration	GO:0008150		Vasopressor Use As Needed		D014662	C0042401	POI_mechanism	19921148	1				
ARDS_POI:01675	Oxygen therapy		Continuous positive airway pressure (CPAP) delivered via face mask in addition to supplemental oxygen for the management of acute hypoxemic nonhypercapnic respiratory insufficiency.	CPAP plus oxygen therapy	DOID:11394	D012128	C0035222	POI_intervention	11066186	1				
ARDS_POI:01676	Mortality			Improved mortality		D009026	C0026565	POI_outcome	11066186	1				
ARDS_POI:01677	Adverse Events			Increased adverse events		D064420	C0877248	POI_outcome	11066186	1				
ARDS_POI:01678	Acute Hypoxemic Respiratory Failure			Acute hypoxemic nonhypercapnic respiratory insufficiency	DOID:11162	D012131	C0035229	POI_disease	11066186	1				
ARDS_POI:01679	Neuromuscular blockade		Continuous infusion of neuromuscular-blocking agents with scheduled eye care including lubricating drops/gel and eyelid closure.	Scheduled neuromuscular blockade		D009464	C0027947	POI_intervention	27755068	1	CHEBI:64100			
ARDS_POI:01680	Lubricating eye drops			Scheduled eye care with lubricating drops/gel and eyelid closure		D007449	C0015392	POI_intervention	27755068	1	CHEBI:24866			
ARDS_POI:01681	Acute respiratory distress syndrome			Improved oxygenation in ARDS	DOID:11394	D012128	C0035222	POI_outcome	27611637|14707568|9603111|27755068|7705124|33692022	6				
ARDS_POI:01682	Respiratory muscle paralysis			Avoid respiratory muscle paralysis in asthma		D012818	C0035021	POI_outcome	27755068	1				
ARDS_POI:01683	Gas exchange			Improved gas exchange and hemodynamics in critical illness		D005440	C0016874	POI_outcome	27755068	1		GO:0006810		
ARDS_POI:01684	Mechanical Ventilation			Ventilatory management of acute respiratory failure		D001238	C0199451	POI_outcome	27755068	1				
ARDS_POI:01685	Asthma			Asthma context	DOID:2841	D001249	C0004096	POI_context	27755068	1				
ARDS_POI:01686	Hypoxemia			Severe hypoxemia context		D000860	C0242184	POI_context	27755068	1				
ARDS_POI:01687	Respiratory acidosis			Respiratory acidosis context	DOID:12217	D000193	C0034625	POI_context	27755068	1				
ARDS_POI:01688	Hemodynamic instability			Hemodynamic instability context		D006439	C0151786	POI_context	14605529|27755068	2				
ARDS_POI:01689	Hydrocortisone					D006803	C0020177	POI_intervention	32876689	1	CHEBI:17650			
ARDS_POI:01690	Treatment failure			Treatment failure on day 21		D017211	C0679646	POI_outcome	32876689	1				
ARDS_POI:01691	COVID-19			Acute respiratory failure in COVID-19	DOID:0080600	D012128	C0035222	POI_intervention	32876689	1				
ARDS_POI:01692	COVID-19			Critically ill COVID-19 patients	DOID:0080600	D000086382	C5203680	POI_population	32876689	1				
ARDS_POI:01693	Preoperative assessment		Structured preoperative evaluation of lung cancer patients prior to resection surgery, including cardiovascular assessment, spirometry, DLCO, estimation of postop pulmonary reserve, and cardiopulmonary exercise testing.	Preoperative physiologic assessment for lung cancer resection	DOID:8552	D008175	C0023109	POI_intervention	17873167	1				
ARDS_POI:01694	Cardiovascular System Evaluation			Cardiovascular evaluation		D002303	C0007099	POI_intervention	17873167	1				
ARDS_POI:01695	Spirometry			Spirometry (FEV1)		D012926	C0015737	POI_intervention	17873167	1				
ARDS_POI:01696	Diffusing Capacity of the Lungs for Carbon Monoxide			Diffusion capacity (DLCO)		D008943	C0013218	POI_intervention	17873167	1				
ARDS_POI:01697	Postoperative Pulmonary Function			Estimation of postop pulmonary reserve		D011652	C0231795	POI_intervention	17873167	1				
ARDS_POI:01698	Cardiopulmonary exercise test			Cardiopulmonary exercise testing (VO2max)		D050801	C0392605	POI_intervention	17873167	1				
ARDS_POI:01699	Preoperative Risk Assessment			Preoperative risk assessment for lung cancer resection		D011300	C0030599	POI_outcome	17873167	1				
ARDS_POI:01700	Lung Neoplasms			Lung cancer	DOID:1324	D008175	C0023109	POI_disease	17873167	1				
ARDS_POI:01701	Lung cancer surgical resection			Lung cancer resection	DOID:1324	D008175	C0023109	POI_intervention	17873167	1				
ARDS_POI:01702	TAK-242		Small-molecule inhibitor of Toll-like receptor-4-mediated signaling for the treatment of severe sepsis.			D012544	C0036514	POI_intervention	20562702	1	CHEBI:90217			
ARDS_POI:01703	TAK-242			TAK-242 intervention		C000623314	C000623314	POI_intervention	20562702	1	CHEBI:90193			
ARDS_POI:01704	Interleukin-6 serum level			Reduced serum IL-6 levels		D007072	C0021641	POI_outcome	20562702	1	CHEBI:27744			
ARDS_POI:01705	Mortality			Reduced mortality in shock and respiratory failure subset		D009026	C0026565	POI_outcome	20562702	1				
ARDS_POI:01706	Methemoglobinemia			Increased methemoglobin levels	DOID:4325	D008662	C0024621	POI_outcome	20562702	1				
ARDS_POI:01707	Sepsis			Severe sepsis	DOID:0080642	D012544	C0036514	POI_population	20562702|17225161|15774053	3				
ARDS_POI:01708	Shock or respiratory failure				DOID:11162	D012128	C0035229	POI_population	20562702	1				
ARDS_POI:01709	Shock and respiratory failure				DOID:11162	D012128	C0035229	POI_population	20562702	1				
ARDS_POI:01710	Non-invasive Positive Pressure Ventilation			Noninvasive pressure support ventilation		D045505	C0872978	POI_intervention	7874950	1				
ARDS_POI:01711	Endotracheal intubation			Reduced endotracheal intubation		D007442	C0021925	POI_outcome	15599160|7874950	2				
ARDS_POI:01712	Mortality			Reduced mortality		D009026	C0026565	POI_outcome	11990914|8275731|7874950|20483951|26258555	5				
ARDS_POI:01713	Acute respiratory failure			Acute respiratory failure not due to COPD	DOID:11162	D012131	C0264490	POI_context	7874950	1				
ARDS_POI:01714	Hypercapnic Respiratory Failure			Acute hypercapnic respiratory failure	DOID:11162	http://purl.bioontology.org/ontology/MESH/D012131	C0235579	POI_context	23103736|7874950	2				
ARDS_POI:01715	Nitric Oxide, Inhaled		Administration of inhaled nitric oxide as a treatment for acute lung injury or acute respiratory distress syndrome.	inhaled nitric oxide	DOID:11394	D012128	C0035222	POI_intervention	7705124|17383982|9603111|8630585	4	CHEBI:16480			
ARDS_POI:01716	Mortality			No mortality benefit		D008875	C0027051	POI_outcome	17383982	1				
ARDS_POI:01717	Renal Insufficiency			Increased renal dysfunction	DOID:2334	D012141	C0034749	POI_outcome	17383982	1				
ARDS_POI:01718	Acute lung injury				DOID:11394	D018277	C0149651	POI_disease	17383982|10789668|19325464	3				
ARDS_POI:01719	Nasal positive-pressure ventilation plus oxygen		Combination of nasal positive-pressure ventilation and long-term oxygen therapy for treatment of stable hypercapnic COPD.	NPSV+LTOT		D045422	C0199451	POI_intervention	7633704	1				
ARDS_POI:01720	Positive-Pressure Ventilation			Nasal positive-pressure ventilation		D045505	C0206287	POI_intervention	7633704	1				
ARDS_POI:01721	Gas exchange			Improved gas exchange in hypercapnic COPD	DOID:3083	D005721	C0016874	POI_mechanism	7633704	1		GO:0006810		
ARDS_POI:01722	sleep quality			Improved sleep quality in hypercapnic COPD		D012890	C0424563	POI_mechanism	7633704	1				
ARDS_POI:01723	Nasal positive pressure ventilation with supplemental oxygen			Nasal positive-pressure ventilation plus oxygen		D045405	C0199451	POI_intervention	7633704	1				
ARDS_POI:01724	Quality of life			Improved quality of life in hypercapnic COPD		D011788	C0034380	POI_outcome	7633704	1				
ARDS_POI:01725	Hypercapnic chronic obstructive pulmonary disease			Hypercapnic COPD	DOID:3083	D029721	C0024117	POI_disease	7633704	1				
ARDS_POI:01726	Non-invasive Positive Pressure Ventilation	GO:0008150		Ventilation Improvement Npsv		D045505	C0030690	POI_mechanism	7633704	1				
ARDS_POI:01727	Gas Exchange	GO:0008150		Gas Exchange Optimization Npsv		D005711	C0016751	POI_mechanism	7633704	1		GO:0006810		
ARDS_POI:01728	Sleep Quality	GO:0008150		Sleep Quality Enhancement Npsv		D012890	C0037313	POI_mechanism	7633704	1				
ARDS_POI:01729	non-invasive pressure support ventilation		Non-invasive ventilation with pressure support, adjustable tidal volume and PEEP 5 cmH2O, for acute cardiogenic pulmonary edema.	NIPSV		D011415	C0034065	POI_intervention	11191538	1				
ARDS_POI:01730	Noninvasive Positive Pressure Ventilation			NIPSV for acute cardiogenic pulmonary edema		D011415	C0034065	POI_intervention	11191538	1				
ARDS_POI:01731	Endotracheal intubation			Reduced intubation rate		D007442	C0021925	POI_outcome	11191538|34874419|28948369|21424246	4				
ARDS_POI:01732	Clinical resolution			Faster clinical resolution		D015706	C0849355	POI_outcome	11191538	1				
ARDS_POI:01733	Pulmonary Edema, Cardiogenic			Acute cardiogenic pulmonary edema	DOID:11451	D011415	C0034065	POI_context	11191538	1				
ARDS_POI:01734	Positive-Pressure Ventilation			Noninvasive positive-pressure ventilation		D045505	C0030050	POI_intervention	20348200|8797425|9872200|10712326|12447511|15483407|15599160|11673215	8				
ARDS_POI:01735	Mechanical ventilation			Reduced need for endotracheal mechanical ventilation		D008686	C0199470	POI_outcome	11673215	1				
ARDS_POI:01736	Mortality			Reduced in-hospital mortality		D009026	C0026565	POI_outcome	15078758|11673215	2				
ARDS_POI:01737	Acute respiratory insufficiency			Acute respiratory insufficiency after lung resection	DOID:11549	D012131	C0035229	POI_context	11673215	1				
ARDS_POI:01738	Acute Lung Injury incidence			Incidence of ALI	DOID:11384	D011656	C0022660	POI_outcome	11850334	1				
ARDS_POI:01739	Acute Lung Injury			Epidemiology of ALI	DOID:11823	D011656	C0022660	POI_outcome	11850334	1				
ARDS_POI:01740	Acute respiratory distress syndrome			Incidence of ARDS	DOID:11394	D012128	C0035222	POI_outcome	11850334	1				
ARDS_POI:01741	Acute respiratory distress syndrome			Epidemiology of ARDS	DOID:11394	D012128	C0035222	POI_outcome	11850334	1				
ARDS_POI:01742	Mortality			28-day mortality of ALI		D011656	C0022660	POI_outcome	11850334	1				
ARDS_POI:01743	Acute respiratory distress syndrome			28-day mortality of ARDS	DOID:11394	D012128	C0035222	POI_outcome	11850334	1				
ARDS_POI:01744	Inspiratory pressure augmentation		Use of inspiratory pressure augmentation during spontaneous breathing trials to improve ventilator liberation outcomes.	inspiratory pressure augmentation during spontaneous breathing trials		D045738	C0231841	POI_intervention	27818331	1				
ARDS_POI:01745	Inspiratory pressure support			Inspiratory pressure augmentation during spontaneous breathing trials		D045666	C0087153	POI_intervention	27818331	1				
ARDS_POI:01746	Sedation			Sedation minimization protocols for ventilated >24h		D003612	C0036557	POI_intervention	27818331	1				
ARDS_POI:01747	Non-invasive ventilation			Preventive NIV after extubation for high-risk patients		D000076142	C1997883	POI_intervention	27818331	1				
ARDS_POI:01748	Ventilator weaning			Improved ventilator liberation outcomes		D015300	C0087144	POI_outcome	27818331	1				
ARDS_POI:01749	Albuterol			Aerosolized albuterol		D000314	C0001491	POI_intervention	21562125	1	CHEBI:2549			
ARDS_POI:01750	Mortality			Mortality before hospital discharge		D008289	C0027051	POI_outcome	21562125	1				
ARDS_POI:01751	Heart rate increase					D006215	C0018810	POI_outcome	21562125	1		GO:0001996		
ARDS_POI:01752	Atrial Fibrillation			Atrial fibrillation incidence	DOID:0060224	D001281	C0004238	POI_outcome	21562125	1				
ARDS_POI:01753	Respiratory system compliance					D012128	C0034096	POI_outcome	32728965	1				
ARDS_POI:01754	Plateau pressure						C3714541	POI_outcome	32728965	1				
ARDS_POI:01755	Driving pressure						C3839190	POI_outcome	32728965	1				
ARDS_POI:01756	Lung recruitment maneuver			Use of recruitment maneuvers		D000072601	C2936543	POI_outcome	32728965	1				
ARDS_POI:01757	Prone positioning			Use of prone position		D056152	C0150119	POI_outcome	32728965	1				
ARDS_POI:01758	Neuromuscular blockade			Use of neuromuscular blocking agents		D009464	C0027947	POI_outcome	32728965	1	CHEBI:64100			
ARDS_POI:01759	Acute respiratory distress syndrome			Risk of 28-day mortality by ARDS severity	DOID:11394	D012128	C0035222	POI_outcome	32728965	1				
ARDS_POI:01760	Dexamethasone		Single intraoperative dose of 1 mg/kg dexamethasone administered during cardiac surgery with cardiopulmonary bypass.	intraoperative high-dose dexamethasone		D003907	C0011777	POI_intervention	23117776	1	CHEBI:41879			
ARDS_POI:01761	Major Adverse Cardiovascular Events			Reduced composite major adverse events at 30 days		D000072658	C1519769	POI_outcome	23117776	1				
ARDS_POI:01762	Cardiac Surgery			Cardiac surgery context		D002390	C0007057	POI_context	23117776|11555536|19017864|21502651	4				
ARDS_POI:01763	Cardiopulmonary bypass					D002131	C0006927	POI_context	23117776	1				
ARDS_POI:01764	Low tidal volume ventilation		Management strategies for COVID-19 associated ARDS including high flow nasal cannula, low tidal volume ventilation, and PEEP titration to optimize oxygenation.	HFNC, low Vt, PEEP optimization for COVID-19 ARDS	DOID:11394	D012128	C0035222	POI_intervention	33692022	1				
ARDS_POI:01765	COVID-19			COVID-19-induced alveolar damage	DOID:0080600	D000086382	C5203670	POI_mechanism	33692022	1				
ARDS_POI:01766	COVID-19			COVID-19-associated pulmonary thrombosis	DOID:0080600	D000086382	C5203670	POI_mechanism	33692022	1				
ARDS_POI:01767	Acute respiratory distress syndrome			COVID-19 associated ARDS	DOID:11394	D012128	C0035222	POI_outcome	33692022	1				
ARDS_POI:01768	High-flow nasal cannula oxygen therapy			HFNC for CARDS avoidance of intubation		D000066829	C4042833	POI_intervention	33692022	1				
ARDS_POI:01769	Endotracheal intubation			Reduced intubation for CARDS		D007442	C0021925	POI_outcome	33692022	1				
ARDS_POI:01770	Low tidal volume ventilation			Low tidal volume ventilation for ARDS		D008686	C1960562	POI_intervention	33692022	1				
ARDS_POI:01771	Positive end-expiratory pressure			PEEP optimization for ARDS		D010863	C0034084	POI_intervention	33692022	1				
ARDS_POI:01772	Dexamethasone			Dexamethasone treatment for severe COVID-19		D003907	C0011777	POI_intervention	33692022	1	CHEBI:41879			
ARDS_POI:01773	COVID-19			Reduced mortality in severe COVID-19	DOID:0080600	D000086382	C5203670	POI_outcome	33692022	1				
ARDS_POI:01774	COVID-19			Remdesivir treatment for severe COVID-19	DOID:0080600	D000086382	C5203670	POI_intervention	33692022	1				
ARDS_POI:01775	COVID-19			Modest benefit on recovery time in severe COVID-19	DOID:0080600	D000086382	C5203670	POI_outcome	33692022	1				
