poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence
ARDS_POI:01592,lung-protective-ventilation-parameters,Lung-protective ventilation parameters,POI_mechanism,,,,,D008686,C1960562,kg_nodes,8520744,1,,,,Low tidal volume ventilation,Lung-protective ventilation parameters,rule,HIGH
ARDS_POI:01593,muscle-weakness-after-critical-illness,Muscle weakness after critical illness,POI_outcome,,,,DOID:0050741,D018383,C0206074,kg_nodes,24247473,1,,,,Critical Illness Myopathy,Muscle weakness after critical illness,claude_api,HIGH
ARDS_POI:01594,bed-rest-duration-during-critical-illness,Duration of bed rest during critical illness,POI_mechanism,,,,,D001510,C0001728,kg_nodes,24247473,1,,,,Bed rest,Duration of bed rest during critical illness,claude_api,HIGH
ARDS_POI:01595,cumulative-corticosteroid-dose-icu,Cumulative corticosteroid dose in ICU,POI_mechanism,,,,,D000305,C0001617,kg_nodes,24247473,1,CHEBI:50858,,,Corticosteroid therapy,Cumulative corticosteroid dose in ICU,rule,HIGH
ARDS_POI:01596,neuromuscular-blocker-use-icu,Neuromuscular blocker use in ICU,POI_mechanism,,,,,D009464,C0027947,kg_nodes,24247473,1,CHEBI:64100,,,Neuromuscular blockade,Neuromuscular blocker use in ICU,rule,HIGH
ARDS_POI:01597,very-low-vt-with-extracorporeal-co2-removal-for-severe-ards,Very low Vt with extracorporeal CO2 removal for severe ARDS,POI_intervention,lung-protective-ventilation-strategy,Very low tidal volume ventilation (≈3 ml/kg) combined with extracorporeal CO2 removal to reduce ventilator-induced lung injury in severe ARDS.,,DOID:11394,D012128,C0035222,robot_template_row,23306584,1,,,,Low tidal volume ventilation,Very low Vt with extracorporeal CO2 removal for severe ARDS,rule,HIGH
ARDS_POI:01598,low-vt-extracorporeal-co2-removal-ards,Low Vt with extracorporeal CO2 removal for ARDS,POI_intervention,,,,,D008686,C1960562,kg_nodes,23306584,1,,,,Low tidal volume ventilation,Low Vt with extracorporeal CO2 removal for ARDS,rule,HIGH
ARDS_POI:01599,reduced-vili-ards,Reduced ventilator-induced lung injury in ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,23306584,1,,,,Acute respiratory distress syndrome,Reduced ventilator-induced lung injury in ARDS,rule,HIGH
ARDS_POI:01600,tidal-hyperinflation-vili,Tidal Hyperinflation Vili,POI_mechanism,biological-process,,,,D055371,,mechanism_node,23306584,1,,GO:0097553,,Ventilator-induced lung injury,Tidal Hyperinflation Vili,rule,HIGH
ARDS_POI:01601,extracorporeal-co2-removal-vili-reduction,Extracorporeal Co2 Removal Vili Reduction,POI_mechanism,biological-process,,,,D055371,,mechanism_node,23306584,1,,GO:0097553,,Ventilator-induced lung injury,Extracorporeal Co2 Removal Vili Reduction,rule,HIGH
ARDS_POI:01602,reduced-tidal-volume-ventilation,Reduced tidal volume ventilation,POI_intervention,,,,,D008686,C0199470,kg_nodes,10470755,1,,,,Tidal volume ventilation,Reduced tidal volume ventilation,rule,HIGH
ARDS_POI:01603,stretch-induced-lung-injury,Stretch Induced Lung Injury,POI_mechanism,biological-process,,,DOID:0050601,D055370,C1705242,mechanism_node,10470755,1,,,,Ventilator-Induced Lung Injury,Stretch Induced Lung Injury,claude_api,HIGH
ARDS_POI:01604,early-tocilizumab-treatment-in-covid-19-critical-illness,Early tocilizumab treatment in COVID-19 critical illness,POI_disease,monoclonal-antibody-therapy,"Tocilizumab, a monoclonal antibody against the interleukin 6 receptor, administered within the first 2 days of ICU admission for critically ill COVID-19 patients.",,DOID:0080600,D059473,C5203229,robot_template_row,33080002,1,,,,COVID-19,Early tocilizumab treatment in COVID-19 critical illness,rule,HIGH
ARDS_POI:01605,tocilizumab-early-treatment-in-covid-icu,Early tocilizumab treatment in COVID-19 critical illness,POI_disease,,,,DOID:0080600,D018385,C0080174,kg_nodes,33080002,1,,,,COVID-19,Early tocilizumab treatment in COVID-19 critical illness,rule,HIGH
ARDS_POI:01606,reduced-mortality-in-covid-icu,Reduced mortality in COVID-19 critical illness,POI_outcome,,,,DOID:0080600,D008288,C0018799,kg_nodes,33080002,1,,,,COVID-19,Reduced mortality in COVID-19 critical illness,rule,HIGH
ARDS_POI:01607,no-mortality-benefit-ards,No mortality benefit in ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,19903918,1,,,,Acute respiratory distress syndrome,No mortality benefit in ARDS,rule,HIGH
ARDS_POI:01608,increased-complications,Increased complications with prone positioning,POI_outcome,,,,,D056152,C0150119,kg_nodes,19903918,1,,,,Prone positioning,Increased complications with prone positioning,rule,HIGH
ARDS_POI:01609,noninvasive-ventilation-delivered-by-helmet,Noninvasive ventilation delivered by helmet,POI_intervention,noninvasive-ventilation-strategy,"Noninvasive ventilation delivered via a transparent helmet covering the entire head of the patient with a rubber collar neck seal, used for patients with acute respiratory distress syndrome.",,DOID:11394,D012128,C0035222,robot_template_row,27179847,1,,,,Noninvasive ventilation,Noninvasive ventilation delivered by helmet,claude_api,HIGH
ARDS_POI:01610,niv-delivered-by-helmet,Noninvasive ventilation delivered by helmet,POI_intervention,,,,,D057586,C3897767,kg_nodes,27179847,1,,,,Helmet Noninvasive Ventilation,Noninvasive ventilation delivered by helmet,claude_api,HIGH
ARDS_POI:01611,reduced-intubation-rate-ards,Reduced intubation rate in ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,27179847,1,,,,Acute respiratory distress syndrome,Reduced intubation rate in ARDS,rule,HIGH
ARDS_POI:01612,reduced-reintubation-rate,Reduced reintubation rate,POI_outcome,,,,,D007442,C0021925,kg_nodes,25003980|16276167,2,,,,Endotracheal intubation,Reduced reintubation rate,rule,HIGH
ARDS_POI:01613,reintubation-requirement,Requirement for reintubation,POI_outcome,,,,,D007442,C0021925,kg_nodes,16276167,1,,,,Endotracheal intubation,Requirement for reintubation,rule,HIGH
ARDS_POI:01614,higher-mortality-risk,Higher mortality risk,POI_outcome,,,,,D009026,C0026565,kg_nodes,16276167,1,,,,Mortality,Higher mortality risk,rule,HIGH
ARDS_POI:01615,ineffective-cough-excessive-secretions,Ineffective cough and excessive secretions,POI_mechanism,,,,,D003371,C0010200,kg_nodes,16276167,1,,,,Impaired cough reflex,Ineffective cough and excessive secretions,claude_api,MEDIUM
ARDS_POI:01616,hypercapnia,Hypercapnia,POI_mechanism,,,,DOID:1397,D006965,C0020179,kg_nodes,19682735|16276167|12958051,3,,,,Hypercapnia,Hypercapnia,claude_api,HIGH
ARDS_POI:01617,congestive-heart-failure,Congestive heart failure,POI_mechanism,,,,DOID:6000,D003324,C0018802,kg_nodes,8147550|16276167,2,,,,Heart Failure,Congestive heart failure,claude_api,HIGH
ARDS_POI:01618,upper-airway-obstruction,Upper airway obstruction,POI_mechanism,,,,DOID:0050593,D014564,C0042210,kg_nodes,16276167,1,,,,Upper Airway Obstruction,Upper airway obstruction,claude_api,HIGH
ARDS_POI:01619,high-risk-postextubation-respiratory-failure,High risk of postextubation respiratory failure,POI_population,,,,DOID:11162,D055736,C1561547,kg_nodes,16276167,1,,,,Postextubation Respiratory Failure,High risk of postextubation respiratory failure,claude_api,HIGH
ARDS_POI:01620,postextubation-respiratory-failure,Postextubation respiratory failure,POI_disease,,,,DOID:11162,D011656,C0032943,kg_nodes,16276167,1,,,,Postextubation respiratory failure,Postextubation respiratory failure,claude_api,HIGH
ARDS_POI:01621,nasal-high-flow-oxygen-therapy,nasal high-flow oxygen therapy,POI_intervention,oxygen-delivery-device,Nasal high-flow oxygen therapy providing better humidification and airway pressure support compared to Venturi mask for postextubation respiratory failure.,NHF,,D000066829,C4042833,robot_template_row,25003980,1,,,,High-flow nasal cannula oxygen therapy,nasal high-flow oxygen therapy,rule,HIGH
ARDS_POI:01622,nasal-high-flow-oxygen-therapy-nhf,Nasal high-flow oxygen therapy,POI_intervention,,,,,D000066829,C4042833,kg_nodes,25003980,1,,,,High-flow nasal cannula oxygen therapy,Nasal high-flow oxygen therapy,rule,HIGH
ARDS_POI:01623,improved-oxygenation-pao2fio2set,Improved oxygenation (PaO2/FiO2SET),POI_outcome,,,,,D010100,C0242402,kg_nodes,25003980,1,,,,Oxygenation,Improved oxygenation (PaO2/FiO2SET),rule,HIGH
ARDS_POI:01624,reduced-patient-discomfort,Reduced patient discomfort,POI_outcome,,,,,D010146,C0030193,kg_nodes,25003980,1,,,,Pain,Reduced patient discomfort,claude_api,MEDIUM
ARDS_POI:01625,reduced-interface-displacements,Reduced interface displacements,POI_outcome,,,,,D001696,C0012143,kg_nodes,25003980,1,,,,Biomechanical displacement,Reduced interface displacements,claude_api,MEDIUM
ARDS_POI:01626,reduced-oxygen-desaturations,Reduced oxygen desaturations,POI_outcome,,,,,D010100,C0020456,kg_nodes,25003980,1,,,,Oxygen desaturation,Reduced oxygen desaturations,claude_api,HIGH
ARDS_POI:01627,reduced-need-for-ventilator-support,Reduced need for ventilator support,POI_outcome,,,,,D008mechanical ventilation,C0199788,kg_nodes,25003980,1,,,,Mechanical ventilation,Reduced need for ventilator support,claude_api,MEDIUM
ARDS_POI:01628,optimal-airway-pressure-support,Optimal Airway Pressure Support,POI_mechanism,biological-process,,,,D045422,C0032031,mechanism_node,25003980,1,,,,Positive Airway Pressure,Optimal Airway Pressure Support,claude_api,MEDIUM
ARDS_POI:01629,prevention-of-postextubation-atelectasis,Prevention Of Postextubation Atelectasis,POI_mechanism,biological-process,,,DOID:9956,D001261,C0004144,mechanism_node,25003980,1,,GO:0097553,,Atelectasis,Prevention Of Postextubation Atelectasis,rule,HIGH
ARDS_POI:01630,improved-airway-humidification,Improved Airway Humidification,POI_mechanism,biological-process,,,,D000339,C0020593,mechanism_node,25003980,1,,,,Airway Humidification,Improved Airway Humidification,claude_api,HIGH
ARDS_POI:01631,reduced-treatment-failure,Reduced treatment failure,POI_outcome,,,,,D017211,C0679638,kg_nodes,25980660|20483951,2,,,,treatment failure,Reduced treatment failure,claude_api,HIGH
ARDS_POI:01632,hypoxemic-respiratory-failure-postcardiothoracic-surgery,Hypoxemic respiratory failure after cardiothoracic surgery,POI_context,,,,DOID:11162,D011656,C0032943,kg_nodes,25980660,1,,,,Hypoxemic respiratory failure,Hypoxemic respiratory failure after cardiothoracic surgery,claude_api,HIGH
ARDS_POI:01633,nppv-early-ards,Noninvasive positive pressure ventilation in early ARDS,POI_disease,,,,DOID:11394,D012128,C0035222,kg_nodes,17133177,1,,,,Acute respiratory distress syndrome,Noninvasive positive pressure ventilation in early ARDS,rule,HIGH
ARDS_POI:01634,avoided-intubation,Avoidance of intubation,POI_outcome,,,,,D007442,C0021925,kg_nodes,17133177,1,,,,Endotracheal intubation,Avoidance of intubation,rule,HIGH
ARDS_POI:01635,reduced-vap,Reduced ventilator-associated pneumonia,POI_outcome,,,,DOID:552,D011014,C0032285,kg_nodes,17133177,1,,,,Pneumonia,Reduced ventilator-associated pneumonia,rule,HIGH
ARDS_POI:01636,high-flow-nasal-cannula-oxygen-therapy,high-flow nasal cannula oxygen therapy,POI_intervention,respiratory-support-intervention,Provision of high-flow nasal cannula oxygen therapy in the 24 hours following extubation.,,,D000066829,C4042833,robot_template_row,26975498,1,,,,High-flow nasal cannula oxygen therapy,high-flow nasal cannula oxygen therapy,rule,HIGH
ARDS_POI:01637,high-flow-nasal-cannula-oxygen-therapy-postextubation,High-flow nasal cannula oxygen therapy postextubation,POI_intervention,,,,,D000066829,C4042833,kg_nodes,26975498,1,,,,High-flow nasal cannula oxygen therapy,High-flow nasal cannula oxygen therapy postextubation,rule,HIGH
ARDS_POI:01638,reduced-postextubation-respiratory-failure,Reduced postextubation respiratory failure,POI_outcome,,,,DOID:11162,D012131,C0035228,kg_nodes,26975498,1,,,,Postextubation respiratory failure,Reduced postextubation respiratory failure,claude_api,HIGH
ARDS_POI:01639,low-risk-extubation,Low risk of extubation failure,POI_context,,,,,D000066400,C0151614,kg_nodes,26975498,1,,,,Extubation Failure,Low risk of extubation failure,claude_api,MEDIUM
ARDS_POI:01640,enteral-n-3-fatty-acid-gamma-linolenic-acid-and-antioxidant-supplementation,"Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation",POI_intervention,nutritional-supplementation,"Twice-daily enteral supplementation of n-3 fatty acids, gamma-linolenic acid, and antioxidants for patients with acute lung injury.",,DOID:11394,D012128,C0035222,robot_template_row,21976613,1,CHEBI:25681,,,"Enteral nutritional supplementation with omega-3 fatty acids, gamma-linolenic acid, and antioxidants","Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation",claude_api,HIGH
ARDS_POI:01641,n-3-fatty-acid-gamma-linolenic-acid-antioxidant-enteral-supplementation,"Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation",POI_intervention,,,,,D015525,C0242953,kg_nodes,21976613,1,CHEBI:25681,,,"Enteral nutritional supplementation with omega-3 fatty acids, gamma-linolenic acid, and antioxidants","Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation",claude_api,HIGH
ARDS_POI:01642,reduced-ventilator-free-days,Reduced ventilator-free days,POI_outcome,,,,,,C3853727,kg_nodes,21976613,1,,,,Ventilator-free days,Reduced ventilator-free days,rule,HIGH
ARDS_POI:01643,increased-60-day-mortality,Increased 60-day mortality,POI_outcome,,,,,D009026,C0026565,kg_nodes,21976613,1,,,,Mortality,Increased 60-day mortality,rule,HIGH
ARDS_POI:01644,systemic-inflammatory-modulation,Systemic inflammatory modulation,POI_mechanism,,,,,D007249,C0021368,kg_nodes,21976613,1,,GO:0006954,,Inflammatory response,Systemic inflammatory modulation,rule,HIGH
ARDS_POI:01645,lung-oxygenation-improvement,Lung oxygenation improvement,POI_mechanism,,,,,D010100,C0242402,kg_nodes,21976613,1,,,,Oxygenation,Lung oxygenation improvement,rule,HIGH
ARDS_POI:01646,low-airway-pressures,Low airway pressures,POI_intervention,,,,,D001417,C0001954,kg_nodes,31258917,1,,,,Airway Pressure,Low airway pressures,claude_api,MEDIUM
ARDS_POI:01647,prone-positioning-moderate-severe-ards,Prone positioning for moderate/severe ARDS,POI_intervention,,,,,D011556,C0033847,kg_nodes,31258917,1,,,,Prone positioning,Prone positioning for moderate/severe ARDS,rule,HIGH
ARDS_POI:01648,high-peep-neuromuscular-blockade-ards,High PEEP and neuromuscular blockade for ARDS,POI_intervention,,,,,D010863,C0034084,kg_nodes,31258917,1,,,,Positive end-expiratory pressure,High PEEP and neuromuscular blockade for ARDS,rule,HIGH
ARDS_POI:01649,introduction-of-medical-emergency-team,introduction of medical emergency team,POI_intervention,hospital-rapid-response-team,Intensive care unit-based medical emergency team to evaluate and treat hospitalized patients at risk of adverse outcomes.,,,D041921,C0179216,robot_template_row,15071378,1,,,,Medical Emergency Team,introduction of medical emergency team,claude_api,HIGH
ARDS_POI:01650,reduced-serious-adverse-events-after-major-surgery,Reduced serious adverse events after major surgery,POI_outcome,,,,,D064420,C0877248,kg_nodes,15071378,1,,,,Serious Adverse Events,Reduced serious adverse events after major surgery,claude_api,HIGH
ARDS_POI:01651,major-surgery,Major surgery context,POI_context,,,,,D013514,C0543467,kg_nodes,15071378,1,,,,Surgical Procedures,Major surgery context,claude_api,MEDIUM
ARDS_POI:01652,physical-rehabilitation,Physical rehabilitation,POI_intervention,rehabilitation-intervention,Physical rehabilitation for patients with intensive care unit-acquired weakness (ICUAW),,,D053220,C0034853,robot_template_row,25496103,1,,,,Physical Rehabilitation,Physical rehabilitation,claude_api,HIGH
ARDS_POI:01653,discharge-to-home-vs-facility-icuaw,Discharge to home vs rehabilitation facility in ICUAW,POI_outcome,,,,,D004358,C0279329,kg_nodes,25496103,1,,,,discharge planning,Discharge to home vs rehabilitation facility in ICUAW,claude_api,MEDIUM
ARDS_POI:01654,sepsis-induced-weakness,Sepsis-induced weakness,POI_mechanism,,,,DOID:0080642,D018805,C0243026,kg_nodes,25496103,1,,,,Sepsis,Sepsis-induced weakness,rule,HIGH
ARDS_POI:01655,ventilator-liberation-difficulty,Ventilator liberation difficulty,POI_mechanism,,,,,D017571,C0231290,kg_nodes,25496103,1,,,,Difficult weaning from mechanical ventilation,Ventilator liberation difficulty,claude_api,HIGH
ARDS_POI:01656,prolonged-mechanical-ventilation,Prolonged mechanical ventilation,POI_mechanism,,,,,D008686,C0199470,kg_nodes,9404759|18379236|25496103|11777361|26003390,5,,,,Mechanical ventilation,Prolonged mechanical ventilation,rule,HIGH
ARDS_POI:01657,physical-rehabilitation-benefit,Physical rehabilitation benefit,POI_mechanism,,,,,D017145,C0034992,kg_nodes,25496103,1,,,,Rehabilitation,Physical rehabilitation benefit,claude_api,HIGH
ARDS_POI:01658,diagnostic-testing-icuaw,Diagnostic testing for ICUAW,POI_mechanism,,,,DOID:0080203,D055119,C0948664,kg_nodes,25496103,1,,,,Diagnostic testing for intensive care unit acquired weakness,Diagnostic testing for ICUAW,claude_api,HIGH
ARDS_POI:01659,icuaw,Intensive care unit-acquired weakness,POI_disease,,,,,D032523,C1512444,kg_nodes,25496103,1,,,,Critically ill patients,Intensive care unit-acquired weakness,rule,HIGH
ARDS_POI:01660,icuaw-outcomes,ICUAW outcomes,POI_outcome,,,,,D055119,C1443148,kg_nodes,25496103,1,,,,ICU-acquired weakness,ICUAW outcomes,claude_api,HIGH
ARDS_POI:01661,icuaw-management,ICUAW management,POI_intervention,,,,,D055119,C1963185,kg_nodes,25496103,1,,,,Intensive Care Unit-Acquired Weakness management,ICUAW management,claude_api,HIGH
